Title,Rating,Duration,Release Date,Genre,Synopsis,Director,Co-Director,Producer
Wish,PG,1h 35min,"November 22, 2023","Action-Adventure, Animation, Fantasy, Kids & Family",PG,N/A,N/A,N/A
